RADICADO,FECHA,HORA,CLASE,DIRECCIÓN,BARRIO,COMUNA,Nº VICTIMA PEATON,Nº VICTIMA ACOMPANANTE,Nº VICTIMAPASAJERO,Nº VICTIMA CONDUCTOR,Nº VICTIMA HERIDO,Nº VICTIMA MUERTO
"19,861",10/12/2020 12:00:00 AM,8:45:00 PM,Atropello,RUTA 6205 A KM 8 +420,PAPELSA,Rural,1,0,0,0,0,1
"19,862",10/12/2020 12:00:00 AM,7:00:00 PM,Choque,VIA HATILLO MATAZANO KM 29 + 800,PAPELSA,Rural,0,0,0,1,1,0
"19,863",10/11/2020 12:00:00 AM,9:40:00 AM,Choque,KM 22 + 900,PAPELSA,Rural,0,0,0,0,0,0
"19,852",10/01/2020 12:00:00 AM,3:15:00 PM,Choque,TABLEMAX LOS LAVADEROS,ESMERALDA,Rural,0,0,0,2,2,0
"19,853",10/04/2020 12:00:00 AM,1:30:00 PM,Choque,VIA HATILLO ALTO MATAZANO KM 34 550,PAPELSA,Rural,0,0,0,1,1,0
"19,854",10/03/2020 12:00:00 AM,11:40:00 PM,Atropello,VEREDA HOYO RICO HSVP,PAPELSA,Rural,1,0,0,0,1,0
"19,855",10/04/2020 12:00:00 AM,9:40:00 AM,Volcamiento,HATILLO HSVP,PAPELSA,Rural,0,0,1,1,2,0
"19,856",10/10/2020 12:00:00 AM,2:00:00 PM,Choque,KM 0 + 300 HATILLO,PARQUE PRINCIPAL,Rural,0,0,0,1,1,0
"19,850",10/09/2020 12:00:00 AM,6:30:00 AM,Volcamiento,calle 13 carrera 21,ESMERALDA,Urbana,0,0,0,1,1,0
"19,851",10/10/2020 12:00:00 AM,5:00:00 PM,Volcamiento,tamborcito,ESMERALDA,Rural,0,0,0,1,1,0
"19,849",10/03/2020 12:00:00 AM,10:30:00 PM,Volcamiento,vereda la chorrera h.v.s.p,ESMERALDA,Rural,0,0,0,1,1,0
"19,848",10/05/2020 12:00:00 AM,2:54:00 PM,Volcamiento,popalito doble calzada k 20 r6205,ESMERALDA,Rural,0,0,2,1,3,0
"19,847",10/03/2020 12:00:00 AM,5:35:00 PM,Choque,calle 11 carrera 17,ESMERALDA,Urbana,0,0,0,0,0,0
"19,844",09/25/2020 12:00:00 AM,10:20:00 AM,Choque,cra 13 # 15-13,ESMERALDA,Urbana,0,0,0,0,0,0
"19,845",10/01/2020 12:00:00 AM,2:00:00 PM,Choque,km 7 + 600 cra 21 # 2 - 136,ESMERALDA,Rural,0,0,0,0,0,0
"19,846",09/22/2020 12:00:00 AM,10:10:00 AM,Volcamiento,cra 1 9 con cra 20,ESMERALDA,Urbana,0,0,0,1,1,0
"19,841",09/22/2020 12:00:00 AM,1:45:00 PM,Choque,VIA HATILLO DON MATIAS KM 26+ 300,ESMERALDA,Rural,0,0,0,0,0,0
"19,842",09/19/2020 12:00:00 AM,5:30:00 PM,Volcamiento,industriales medellin h.s.v.p,ESMERALDA,Urbana,,0,0,1,1,0
"19,843",09/23/2020 12:00:00 AM,6:50:00 AM,Choque,barbosa cisneros km 8+ 450,ESMERALDA,Rural,0,0,0,0,0,0
"19,840",09/23/2020 12:00:00 AM,8:00:00 PM,Choque,via hatillo girardota platanito,ESMERALDA,Rural,0,0,0,1,1,0
"19,839",09/17/2020 12:00:00 AM,6:00:00 AM,Choque,cr 21 parqueadero las v,ESMERALDA,Urbana,0,0,0,0,0,0
"19,834",09/19/2020 12:00:00 AM,9:00:00 PM,Choque,BELLO HATILLO KM 23 + 100,ESMERALDA,Rural,0,0,0,0,0,0
"19,835",09/19/2020 12:00:00 AM,5:00:00 PM,Choque,BARBOSA HATILLO KM 00+ 400,ESMERALDA,Rural,0,0,0,1,1,0
"19,836",09/21/2020 12:00:00 AM,12:30:00 AM,Atropello,vereda la gomez h.s.v.p,ESMERALDA,Rural,0,1,0,0,1,0
"19,837",09/19/2020 12:00:00 AM,6:20:00 PM,Choque,R+ 6205 KM 7 + 300,ESMERALDA,Rural,0,0,0,2,2,0
"19,838",09/20/2020 12:00:00 AM,6:30:00 PM,Choque,CALLE 13 CR 17,ESMERALDA,Urbana,0,0,0,0,0,0
"19,833",09/18/2020 12:00:00 AM,4:30:00 PM,Volcamiento,VEREDA LA QUIEBRA,ESMERALDA,Rural,0,0,1,0,1,0
"19,829",09/17/2020 12:00:00 AM,7:00:00 PM,Volcamiento,KM 10 + 700 PAPELSA,ESMERALDA,Rural,0,0,0,1,1,0
"19,830",09/03/2020 12:00:00 AM,5:30:00 PM,Choque,via barbosa vereda san eugenio k 7 + 200,ESMERALDA,Rural,0,0,0,1,1,0
"19,831",09/17/2020 12:00:00 AM,6:30:00 PM,Atropello,km 7 + 600 rt 6205,ESMERALDA,Rural,0,3,0,1,4,0
"19,832",09/17/2020 12:00:00 AM,10:50:00 AM,Choque,"tronal nordeste frente 9,999",ESMERALDA,Rural,0,0,0,1,1,0
"19,820",09/13/2020 12:00:00 AM,2:00:00 PM,Volcamiento,km 8 rt 6205,ESMERALDA,Rural,0,1,0,1,2,0
"19,821",09/11/2020 12:00:00 AM,6:15:00 PM,Atropello,RUTA 6205 KM 08,ESMERALDA,Rural,1,0,0,1,2,0
"19,823",09/06/2020 12:00:00 AM,12:25:00 PM,Volcamiento,K 8 + 100 FRENTE DE LA FABRICA KIMBERLY,ESMERALDA,Rural,0,0,0,1,1,0
"19,825",09/14/2020 12:00:00 AM,6:00:00 AM,Volcamiento,KM 01 VIA SANTO DOMINGO,ESMERALDA,Rural,0,0,0,1,1,0
"19,828",09/07/2020 12:00:00 AM,5:20:00 PM,Choque,VIA HATILLO PLATANITO K 1 + 100,ESMERALDA,Rural,0,1,0,1,2,0
"19,817",09/08/2020 12:00:00 AM,3:10:00 PM,Choque,VIA HATILLO ALTO MATAZANO KM  29 + 700,PAPELSA,Rural,0,0,0,1,1,0
"19,818",09/08/2020 12:00:00 AM,7:10:00 AM,Choque,VIA HATILLO PUERTO BERRIO KM 14 +000,PAPELSA,Rural,0,0,0,0,0,0
"19,819",09/11/2020 12:00:00 AM,5:00:00 PM,Choque,VIA HATILLO ALTO MATAZANO KM 25+880,PAPELSA,Rural,0,0,0,1,1,0
"19,822",09/13/2020 12:00:00 AM,4:25:00 PM,Choque,KM 33 + 000 HATILLO DON MATIAS,PAPELSA,Rural,0,0,1,1,2,0
"19,824",09/04/2020 12:00:00 AM,5:55:00 PM,Choque,KM 24 + 600,ESMERALDA,Rural,0,0,0,0,0,0
"19,826",09/09/2020 12:00:00 AM,9:40:00 AM,Choque,HATILLO DON MATIAS KL 33 + 600,PAPELSA,Rural,0,0,0,0,0,0
"19,827",09/01/2020 12:00:00 AM,2:45:00 PM,Choque,VEREDA POPALITO,ESMERALDA,Rural,0,0,0,1,1,0
"19,816",09/08/2020 12:00:00 AM,6:29:00 AM,Choque,KM 5 + 900 ISAZA,ESMERALDA,Rural,0,0,1,0,1,0
"19,815",09/08/2020 12:00:00 AM,11:50:00 AM,Choque,CR 18 11-30,ESMERALDA,Urbana,0,0,0,0,0,0
"19,814",09/14/2020 12:00:00 AM,12:30:00 AM,Volcamiento,VEREDA LA CHORRERA,ESMERALDA,Rural,0,0,1,0,1,0
"19,809",08/30/2020 12:00:00 AM,3:10:00 AM,Choque,TRANSITO DE BARBOSA,ESMERALDA,Rural,0,0,0,0,0,0
"19,810",08/30/2020 12:00:00 AM,1:50:00 PM,Volcamiento,VEREDA EL PARAISO,ESMERALDA,Rural,0,0,1,0,1,0
"19,811",08/27/2020 12:00:00 AM,12:15:00 PM,Choque,HATILLO PRADERA KM 6 + 200,ESMERALDA,Rural,0,0,0,0,0,0
"19,812",09/09/2020 12:00:00 AM,9:30:00 PM,Choque,K7 +100,ESMERALDA,Rural,0,0,0,0,0,0
"19,813",09/08/2020 12:00:00 AM,8:50:00 AM,Choque,CRA 17 CLL 17,ESMERALDA,Urbana,0,0,0,1,1,0
"19,808",07/25/2020 12:00:00 AM,4:40:00 PM,Choque,km 23 + 700,ESMERALDA,Rural,0,0,0,1,0,1
"19,805",08/20/2020 12:00:00 AM,6:10:00 PM,Choque,hatillo don matias km 33 + 950,ESMERALDA,Rural,0,0,0,0,0,0
"19,806",08/12/2020 12:00:00 AM,10:20:00 PM,Choque,k1 5+300 via hatillo cabildo,ESMERALDA,Rural,0,0,0,2,2,0
"19,807",08/12/2020 12:00:00 AM,5:50:00 AM,Choque,VIA HATILLO BELLO KM 20+ 700,ESMERALDA,Rural,0,0,0,1,1,0
"19,803",08/03/2020 12:00:00 AM,12:20:00 PM,Atropello,calle 13 # 13- 18 frente farmacia pasteur,ESMERALDA,Urbana,0,0,1,0,1,0
"19,804",07/29/2020 12:00:00 AM,2:15:00 PM,Atropello,03+100 VEREDA EL CORTADO,ESMERALDA,Rural,1,0,0,0,1,0
"19,802",08/21/2020 12:00:00 AM,6:50:00 PM,Choque,ruta 6205 km,ESMERALDA,Rural,0,0,0,1,1,0
"19,801",08/09/2020 12:00:00 AM,8:00:00 AM,Choque,empresa papelsa,ESMERALDA,Rural,0,0,0,0,0,0
"19,799",08/02/2020 12:00:00 AM,11:03:00 PM,Choque,HATILLO MATAZANO KM 28 +300,ESMERALDA,Rural,0,0,0,0,0,0
"19,800",08/07/2020 12:00:00 AM,6:00:00 PM,Choque,km 14 + 900,ESMERALDA,Rural,0,0,0,0,0,0
"19,797",07/23/2020 12:00:00 AM,1:00:00 PM,Choque,via hatillo llanos curva km 32+ 900,ESMERALDA,Rural,0,0,0,0,0,0
"19,798",08/08/2020 12:00:00 AM,11:20:00 AM,Choque,calle 11 # 19 - 39 flotas niquia medellin,ESMERALDA,Rural,0,0,0,0,0,0
"19,796",08/10/2020 12:00:00 AM,2:20:00 PM,Choque,cll 15 con cra parque principal,ESMERALDA,Urbana,0,0,0,0,0,0
"19,793",07/09/2020 12:00:00 AM,6:45:00 AM,Caida Ocupante,R6205 KM 4 FRENTE 27628,ESMERALDA,Rural,0,0,1,0,0,1
"19,794",07/17/2020 12:00:00 AM,9:12:00 AM,Choque,K8+600mts vereda platanito,ESMERALDA,Rural,0,0,0,1,1,0
"19,795",08/01/2020 12:00:00 AM,11:00:00 AM,Choque,k 14 r 6205 vereda yarumito,ESMERALDA,Rural,0,0,0,1,1,0
"19,790",07/24/2020 12:00:00 AM,6:30:00 AM,Volcamiento,hatillo don matias km 34 + 200,ESMERALDA,Rural,0,0,0,0,0,0
"19,791",07/24/2020 12:00:00 AM,7:00:00 AM,Volcamiento,hatillo matazano 28+300,ESMERALDA,Rural,0,0,0,0,0,0
"19,792",07/25/2020 12:00:00 AM,1:20:00 PM,Choque,barrio guayabal calle 9 # 13-24,ESMERALDA,Rural,0,0,0,0,0,0
"19,789",07/28/2020 12:00:00 AM,5:20:00 AM,Choque,hatillo don matias km 30+000,ESMERALDA,Rural,0,0,0,0,0,0
"19,788",07/12/2020 12:00:00 AM,9:55:00 PM,Choque,bello don matias km 29 + 300,ESMERALDA,Rural,0,0,0,0,0,0
"19,787",07/16/2020 12:00:00 AM,5:05:00 AM,Choque,hatillo matazano km 35+700,ESMERALDA,Rural,0,0,0,0,0,0
"19,783",07/19/2020 12:00:00 AM,1:00:00 PM,Choque,hatillo don matias km 23+200,ESMERALDA,Rural,0,0,0,0,0,0
"19,784",07/22/2020 12:00:00 AM,6:20:00 PM,Volcamiento,via kolkin,ESMERALDA,Rural,0,0,1,1,2,0
"19,785",07/22/2020 12:00:00 AM,3:20:00 PM,Choque,cra 18 cll 15 # 14-35,ESMERALDA,Urbana,0,0,0,0,0,0
"19,786",07/22/2020 12:00:00 AM,7:45:00 AM,Choque,barbosa hatillo km 23+600,ESMERALDA,Rural,0,0,0,1,1,0
"19,782",07/16/2020 12:00:00 AM,5:00:00 PM,Choque,cra 21 via kolkin frente arenera,ESMERALDA,Rural,0,0,0,2,2,0
"19,780",07/14/2020 12:00:00 AM,11:20:00 AM,Choque,k 1 + 300 ruta  6205 via barbosa hatillo,ESMERALDA,Rural,0,0,0,0,0,0
"19,781",07/09/2020 12:00:00 AM,9:00:00 AM,Choque,CLL 2 K 1 + 500 APROX,ESMERALDA,Rural,0,0,0,0,0,0
"19,779",07/11/2020 12:00:00 AM,5:15:00 PM,Choque,hatillo matazano km 27 + 800,ESMERALDA,Rural,0,0,0,0,0,0
"19,772",06/29/2020 12:00:00 AM,4:50:00 AM,Choque,KM 8 + 800 MTS R 25 A N 19 CORREGIMIENTO DE HATILLO,PAPELSA,Rural,0,0,1,2,3,0
"19,773",07/05/2020 12:00:00 AM,6:30:00 PM,Choque,KM 10 + 400 VIA BARBOSA PORCE DOS QUEBRADAS,PAPELSA,Rural,0,0,0,2,2,0
"19,774",07/08/2020 12:00:00 AM,6:20:00 AM,Volcamiento,K 9 VEREDA LA PLAYA,PAPELSA,Rural,0,0,0,1,1,0
"19,775",07/04/2020 12:00:00 AM,2:30:00 PM,Atropello,TR 62 - 05 KM 1,PAPELSA,Rural,2,0,0,1,3,0
"19,776",07/01/2020 12:00:00 AM,3:59:00 PM,Choque,HATILLO MATAZANO KM 24 + 800,PAPELSA,Rural,0,0,0,0,0,0
"19,777",07/01/2020 12:00:00 AM,4:00:00 PM,Choque,VIA HATILLO SANTA ROSA KM 31 + 200,PAPELSA,Rural,0,0,0,0,0,0
"19,778",07/08/2020 12:00:00 AM,11:44:00 AM,Choque,CR 8 15 16,PAPELSA,Urbana,0,0,0,0,0,0
"19,769",07/05/2020 12:00:00 AM,9:20:00 PM,Choque,hatillo bello kilometro 21 + 050,ESMERALDA,Rural,0,0,0,0,0,0
"19,770",05/19/2020 12:00:00 AM,12:50:00 PM,Choque,PUERTO MULERO EL MACHETE,ESMERALDA,Rural,0,0,0,0,0,0
"19,771",06/28/2020 12:00:00 AM,5:20:00 AM,Volcamiento,vereda isaza r6205 frente casa javier lopez,ESMERALDA,Rural,1,1,0,0,2,0
"19,765",06/23/2020 12:00:00 AM,5:15:00 PM,Choque,vereda la chapa ruta 62-05 km 10 + 100,ESMERALDA,Rural,0,0,0,1,1,0
"19,766",06/30/2020 12:00:00 AM,12:20:00 PM,Choque,R6205 K 4 + 900 APROX FRENTE CASA  278,ESMERALDA,Rural,0,0,0,1,1,0
"19,767",07/05/2020 12:00:00 AM,12:10:00 AM,Choque,r25km 1 +500 aprox hatillo platanito,ESMERALDA,Rural,0,0,0,0,0,0
"19,768",06/23/2020 12:00:00 AM,2:00:00 PM,Choque,via concepcion,ESMERALDA,Rural,0,0,0,0,0,0
"19,760",07/01/2020 12:00:00 AM,3:40:00 PM,Choque,ruta 62 05 km 8 + 900,ESMERALDA,Rural,0,1,0,1,2,0
"19,761",06/16/2020 12:00:00 AM,11:45:00 AM,Choque,doble calzada km 7 + 100,ESMERALDA,Rural,0,0,0,0,0,0
"19,762",06/18/2020 12:00:00 AM,7:30:00 PM,Choque,HATILLO BELLO KM 20+900,ESMERALDA,Rural,0,0,0,1,1,0
"19,763",07/01/2020 12:00:00 AM,5:20:00 PM,Volcamiento,VEREDA LA CALDA,ESMERALDA,Rural,0,0,0,1,1,0
"19,764",07/01/2020 12:00:00 AM,4:00:00 PM,Volcamiento,VEREDA PLATANITO,ESMERALDA,Rural,0,0,1,1,2,0
"19,756",06/19/2020 12:00:00 AM,3:05:00 PM,Choque,calle 15 # 18-16 barrio santa monica,ESMERALDA,Rural,0,0,0,0,0,0
"19,757",06/20/2020 12:00:00 AM,6:30:00 PM,Choque,VEREDA TAMBORCITO K 13+100 VIA BARBOSA PORCE,ESMERALDA,Rural,0,0,1,2,3,0
"19,758",06/26/2020 12:00:00 AM,7:00:00 PM,Choque,bello hatillo km 20,ESMERALDA,Rural,0,0,0,0,0,0
"19,759",06/26/2020 12:00:00 AM,11:00:00 AM,Atropello,via pradera hatillo km 9 + 600,ESMERALDA,Rural,1,0,0,1,2,0
"19,755",06/22/2020 12:00:00 AM,4:40:00 PM,Choque,km 33 + 350,ESMERALDA,Rural,0,0,0,0,0,0
"19,754",06/09/2020 12:00:00 AM,5:40:00 PM,Atropello,vereda la cejita km 16,ESMERALDA,Rural,3,0,0,0,3,0
"19,751",05/30/2020 12:00:00 AM,10:20:00 PM,Choque,autopista norte km 20+030,ESMERALDA,Rural,0,0,0,1,1,0
"19,752",06/07/2020 12:00:00 AM,3:00:00 PM,Choque,CR 21 KM 4.89,ESMERALDA,Urbana,0,0,0,0,0,0
"19,753",06/04/2020 12:00:00 AM,7:20:00 PM,Choque,hatillo  barbosa km 1 + 300,ESMERALDA,Rural,0,0,0,1,1,0
"19,748",05/21/2020 12:00:00 AM,5:15:00 PM,Choque,via hatillo don matias km 35+ 500,ESMERALDA,Rural,0,0,0,0,0,0
"19,749",05/31/2020 12:00:00 AM,11:15:00 AM,Volcamiento,bello hatillo km 23+ 300,ESMERALDA,Rural,0,0,0,0,0,0
"19,750",05/16/2020 12:00:00 AM,5:10:00 PM,Volcamiento,via hatillo don matias km 35+900,ESMERALDA,Rural,0,0,2,0,2,0
"19,746",05/19/2020 12:00:00 AM,2:20:00 PM,Choque,km 30+ 200  hatillo don matias,ESMERALDA,Rural,0,0,0,0,0,0
"19,747",05/20/2020 12:00:00 AM,5:40:00 PM,Choque,km 8 + 600 cisneros hatillo,ESMERALDA,Rural,0,0,0,1,1,0
"19,743",06/02/2020 12:00:00 AM,8:10:00 PM,Choque,calle 17 # 14 - 89,ESMERALDA,Urbana,0,0,0,0,0,0
"19,744",05/24/2020 12:00:00 AM,11:50:00 AM,Volcamiento,vereda dos quebradas,ESMERALDA,Rural,0,0,0,1,1,0
"19,745",05/28/2020 12:00:00 AM,9:00:00 AM,Choque,TRAMO SANTO DOMINGO KM 10+200,ESMERALDA,Rural,0,0,0,0,0,0
"19,742",05/25/2020 12:00:00 AM,6:45:00 PM,Choque,via eco guayabal k 4 + 200,ESMERALDA,Rural,0,0,0,1,1,0
"19,740",05/15/2020 12:00:00 AM,7:30:00 PM,Volcamiento,via barbosa k 4 + 100 san vicente,ESMERALDA,Rural,0,1,0,1,2,0
"19,741",05/08/2020 12:00:00 AM,10:30:00 PM,Choque,via hatillo platanito # 1780017018,ESMERALDA,Rural,0,0,1,1,2,0
"19,735",05/02/2020 12:00:00 AM,3:30:00 PM,Atropello,hatillo don matias km,ESMERALDA,Rural,1,0,0,0,1,0
"19,736",04/30/2020 12:00:00 AM,6:30:00 PM,Choque,HATILLO DON MATIAS KM 31 +400,ESMERALDA,Rural,0,0,0,0,0,0
"19,737",05/09/2020 12:00:00 AM,5:40:00 PM,Choque,R6205 KM 7 + 800 APROX,ESMERALDA,Rural,0,0,0,1,1,0
"19,738",04/23/2020 12:00:00 AM,2:20:00 PM,Choque,CR 17 CLL 16,ESMERALDA,Urbana,0,0,0,0,0,0
"19,739",05/07/2020 12:00:00 AM,7:00:00 AM,Atropello,R6205 KM 1 + 300 APROX,ESMERALDA,Rural,0,0,1,0,1,0
"19,728",05/17/2020 12:00:00 AM,1:30:00 PM,Choque,RUTA 6205 KM 12 + 500,PAPELSA,Rural,0,0,0,1,1,0
"19,725",03/16/2020 12:00:00 AM,2:10:00 PM,Choque,k04+800 vereda isaza,ESMERALDA,Rural,0,0,1,1,2,0
"19,726",03/29/2020 12:00:00 AM,1:00:00 PM,Choque,k5 + 900  vereda isaza,ESMERALDA,Rural,0,0,0,1,1,0
"19,727",03/16/2020 12:00:00 AM,3:00:00 AM,Volcamiento,HATILLO DON MATIAS KM 35+500,ESMERALDA,Rural,0,0,0,0,0,0
"19,729",03/18/2020 12:00:00 AM,6:10:00 PM,Choque,cll 18 # 16-40,ESMERALDA,Urbana,0,0,0,0,0,0
"19,730",04/16/2020 12:00:00 AM,4:10:00 PM,Volcamiento,cisneros hatillo,ESMERALDA,Rural,0,0,0,0,0,0
"19,731",04/21/2020 12:00:00 AM,9:00:00 AM,Choque,km 4 +200 via hatillo barbosa,ESMERALDA,Rural,0,0,0,0,0,0
"19,732",04/24/2020 12:00:00 AM,5:40:00 PM,Choque,km 32 + 050 via hatillo don matias,ESMERALDA,Rural,0,0,0,0,0,0
"19,733",04/25/2020 12:00:00 AM,6:30:00 AM,Volcamiento,km 22 + 700,ESMERALDA,Rural,0,0,0,0,0,0
"19,734",04/06/2020 12:00:00 AM,3:30:00 PM,Volcamiento,km 28+800,ESMERALDA,Rural,0,0,0,0,0,0
"19,724",05/11/2020 12:00:00 AM,9:00:00 AM,Choque,CR 21 CL 14 TERPEL,PAPELSA,Urbana,0,0,0,1,1,0
"19,722",03/20/2020 12:00:00 AM,12:42:00 PM,Volcamiento,calle 16 # 08 06  fente a la panaderia isma,ESMERALDA,Urbana,0,0,1,1,2,0
"19,723",03/25/2020 12:00:00 AM,8:00:00 AM,Volcamiento,VEREDA  ARENALES,ESMERALDA,Rural,0,0,1,0,1,0
"19,717",04/28/2020 12:00:00 AM,10:40:00 AM,Volcamiento,VEREDA DOS QUEBRADAS,ESMERALDA,Rural,0,0,0,1,1,0
"19,718",04/08/2020 12:00:00 AM,7:10:00 PM,Choque,KM 5+050 VIA HATILLO BARBOSA,ESMERALDA,Rural,0,0,0,1,1,0
"19,719",02/26/2020 12:00:00 AM,3:45:00 PM,Caida Ocupante,cr 17 cll 10,ESMERALDA,Urbana,0,0,1,0,1,0
"19,720",03/12/2020 12:00:00 AM,1:30:00 PM,Volcamiento,parcelacion yarumito,ESMERALDA,Rural,0,0,1,0,1,0
"19,721",04/18/2020 12:00:00 AM,5:30:00 PM,Choque,ruta 62 - 05 k 8 + 300 barrio pepe sierra,ESMERALDA,Urbana,0,0,0,1,1,0
"19,715",05/01/2020 12:00:00 AM,11:40:00 AM,Choque,calle 13 # 14 - 19,ESMERALDA,Urbana,0,0,0,0,0,0
"19,716",03/17/2020 12:00:00 AM,6:00:00 PM,Choque,calle 13 # 9-47,ESMERALDA,Urbana,0,0,0,0,0,0
"19,714",03/16/2020 12:00:00 AM,4:00:00 PM,Choque,via popalito tamborcito,ESMERALDA,Rural,0,0,1,1,2,0
"19,711",04/03/2020 12:00:00 AM,5:45:00 PM,Choque,VEREDA SAN EUGENIO,ESMERALDA,Rural,0,0,0,0,0,0
"19,712",04/07/2020 12:00:00 AM,5:30:00 AM,Volcamiento,VEREDA ISAZA K5 R6205,ESMERALDA,Rural,0,0,1,1,2,0
"19,713",04/07/2020 12:00:00 AM,2:15:00 PM,Choque,RUTA 62-05 K 6+500,ESMERALDA,Rural,0,0,0,0,0,0
"19,705",03/14/2020 12:00:00 AM,8:25:00 PM,Choque,K10 600 VIA KIMBERLY CLARK,ESMERALDA,Rural,0,0,0,2,0,2
"19,707",03/16/2020 12:00:00 AM,8:10:00 PM,Choque,K08 + 100 LA ESMERALDA,ESMERALDA,Rural,0,0,0,2,2,0
"19,708",04/17/2020 12:00:00 AM,10:10:00 AM,Volcamiento,K5 + 500 MTS,ESMERALDA,Rural,0,0,0,1,1,0
"19,709",03/26/2020 12:00:00 AM,4:45:00 PM,Volcamiento,VEREDA LA TOLDA,ESMERALDA,Rural,0,0,0,1,1,0
"19,710",04/05/2020 12:00:00 AM,4:20:00 PM,Choque,VIA SAN JOSE (ECO),ESMERALDA,Rural,0,0,0,2,2,0
"19,703",03/14/2020 12:00:00 AM,7:35:00 PM,Choque,km 7+500,ESMERALDA,Rural,0,1,0,1,2,0
"19,698",03/14/2020 12:00:00 AM,11:00:00 AM,Choque,K4 VEREDA CORRIENTES,ESMERALDA,Rural,0,0,0,0,0,0
"19,699",03/14/2020 12:00:00 AM,10:00:00 AM,Choque,VIA BELLO HATILLO KM 34+500,ESMERALDA,Rural,0,0,0,0,0,0
"19,700",03/10/2020 12:00:00 AM,10:00:00 PM,Choque,DOBLE CALZADA BARBOSA KM 6 + 000,ESMERALDA,Rural,0,0,0,0,0,0
"19,701",03/15/2020 12:00:00 AM,3:30:00 PM,Volcamiento,vereda la cuesta cerca a la JAC,ESMERALDA,Rural,0,1,0,1,2,0
"19,702",03/15/2020 12:00:00 AM,3:12:00 PM,Volcamiento,VEREDA ISAZA,ESMERALDA,Rural,0,1,0,0,1,0
"19,697",03/11/2020 12:00:00 AM,2:40:00 PM,Choque,KM 1 + 800VIA BARBOSA HATILLO,ESMERALDA,Rural,0,0,0,0,0,0
"19,691",03/10/2020 12:00:00 AM,2:00:00 PM,Volcamiento,vereda la tolda,ESMERALDA,Rural,0,0,1,0,1,0
"19,692",03/11/2020 12:00:00 AM,5:20:00 PM,Choque,cra 21 # 20-652 colkin,ESMERALDA,Urbana,0,0,0,2,2,0
"19,693",03/08/2020 12:00:00 AM,1:30:00 PM,Choque,VEREDA EL ECO KM 2,ESMERALDA,Rural,0,0,0,1,1,0
"19,694",03/07/2020 12:00:00 AM,5:35:00 AM,Atropello,KM 15 + 700 VIA BARBOSA CISNEROS,ESMERALDA,Rural,1,0,0,0,1,0
"19,695",03/07/2020 12:00:00 AM,11:00:00 PM,Choque,k5+200 vereda eco,ESMERALDA,Rural,0,0,0,2,2,0
"19,696",03/10/2020 12:00:00 AM,9:40:00 PM,Choque,bello hatillo km 19 + 600,N/A,Rural,0,0,0,0,0,0
"19,690",02/26/2020 12:00:00 AM,1:38:00 PM,Choque,via concepcion km 0 +100,ESMERALDA,Rural,0,0,0,0,0,0
"19,687",03/08/2020 12:00:00 AM,5:10:00 AM,Choque,km 21 + 800,ESMERALDA,Rural,0,0,0,0,0,0
"19,688",03/04/2020 12:00:00 AM,8:45:00 AM,Choque,via hatillo don matias km 25+00,ESMERALDA,Rural,0,0,0,0,0,0
"19,689",03/05/2020 12:00:00 AM,2:35:00 PM,Atropello,cra 15 x cll 13,ESMERALDA,Urbana,1,0,0,0,1,0
"19,684",03/05/2020 12:00:00 AM,7:30:00 PM,Volcamiento,k6 + 300 vereda popalito,ESMERALDA,Rural,0,0,1,1,2,0
"19,685",03/05/2020 12:00:00 AM,1:45:00 PM,Choque,frente a la bodega tricolsa k 8+200 mts vereda chicharras,ESMERALDA,Rural,0,0,0,2,2,0
"19,686",03/02/2020 12:00:00 AM,9:10:00 AM,Volcamiento,VEREDA EL TIGRE,ESMERALDA,Rural,0,0,1,0,1,0
"19,683",03/08/2020 12:00:00 AM,4:20:00 AM,Volcamiento,VEREDA PLATANITO PARTE BAJA K 07 +900,ESMERALDA,Rural,0,0,1,1,1,1
"19,678",03/01/2020 12:00:00 AM,4:40:00 AM,Choque,via cabildo km 7 + 250,ESMERALDA,Rural,0,0,1,0,1,0
"19,679",02/27/2020 12:00:00 AM,4:15:00 PM,Choque,cra 19 calle 19 # 19-33,ESMERALDA,Urbana,0,0,0,0,0,0
"19,680",02/29/2020 12:00:00 AM,5:15:00 PM,Choque,r21 cll 13 11 patio terpel,ESMERALDA,Urbana,0,0,0,0,0,0
"19,681",02/20/2020 12:00:00 AM,2:10:00 PM,Volcamiento,via la concha la mina,ESMERALDA,Rural,0,0,1,1,2,0
"19,682",02/27/2020 12:00:00 AM,11:10:00 AM,Choque,via molino viejo santo domingo,ESMERALDA,Rural,0,0,0,0,0,0
"19,674",02/20/2020 12:00:00 AM,5:10:00 PM,Choque,via hatillo bello km 20 + 900,ESMERALDA,Rural,0,0,1,1,2,0
"19,675",02/25/2020 12:00:00 AM,12:46:00 PM,Choque,cra 21 con cra 17 frente al parqueadero la Y,ESMERALDA,Urbana,0,0,1,1,2,0
"19,676",02/26/2020 12:00:00 AM,3:30:00 PM,Choque,km 20+100hatillo bello,ESMERALDA,Rural,0,0,0,1,1,0
"19,677",02/21/2020 12:00:00 AM,4:00:00 PM,Choque,CR 11 # 17-34,ESMERALDA,Urbana,0,0,0,0,0,0
"19,673",02/22/2020 12:00:00 AM,3:30:00 AM,Choque,ruta  6205a km 08 + 500,ESMERALDA,Rural,0,0,3,0,3,0
